,ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY,ADDRESS,LATITUDE,LONGITUDE
489,FGA014N,RN105564538,HAMMAN OIL & REFINING CO,TW DAVIS BATTERY 1,FORT BEND,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.2323,0.2765,0.0,0.021,0.021,0.0017,6.8352,"HAMMAN OIL & REFINING CO,FORT BEND,TEXAS,USA",29.5692614,-95.81428849999999
490,FGA015O,RN105564785,HAMMAN OIL & REFINING CO,TW DAVIS BATTERY 3,FORT BEND,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.4786,0.5698,0.0,0.0434,0.0434,0.0034,11.8929,"HAMMAN OIL & REFINING CO,FORT BEND,TEXAS,USA",29.5692614,-95.81428849999999
491,FGA023W,RN106208630,HILCORP ENERGY COMPANY,FOSTER FARMS FACILITY,FORT BEND,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.5411,0.6441,0.0,0.0489,0.0489,0.0039,7.1596,"HILCORP ENERGY COMPANY,FORT BEND,TEXAS,USA",29.5692614,-95.81428849999999
492,FGA026Z,RN106152879,HILCORP ENERGY COMPANY,COOLEY GALLIA GU FACILITY,FORT BEND,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,2.043,1.0289,0.0,0.1848,0.1848,0.0146,20.5066,"HILCORP ENERGY COMPANY,FORT BEND,TEXAS,USA",29.5692614,-95.81428849999999
493,FI0023Q,RN100836410,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,FREESTONE,9.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0,0,0.0,0,0,0,26.8736,"WEST TEXAS GULF PIPELINE CO,FREESTONE,TEXAS,USA",31.5423947,-96.2480265
494,FI0028G,RN100222819,MIDCOAST G & P EAST TEXAS LP,AKER PLANT,FREESTONE,9.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,32.9674,35.5089,0.0,4.4781,4.1623,0.0395,6.4738,"MIDCOAST G & P EAST TEXAS LP,FREESTONE,TEXAS,USA",31.7062885,-96.16452989999999
495,FI0082A,RN100224914,MIDCOAST G & P EAST TEXAS LP,PLUM CREEK TREATING FACILITY,FREESTONE,9.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0.0,0,0,0,0,"MIDCOAST G & P EAST TEXAS LP,FREESTONE,TEXAS,USA",31.7062885,-96.16452989999999
496,FI0094Q,RN101698140,MIDCOAST G & P EAST TEXAS LP,STREETMAN COMPRESSOR STATION,FREESTONE,9.0,4922.0,NATURAL GAS TRANSMISSION,2020,5.8306,36.8517,0.0,0.9931,0.7115,0.016,3.6309,"MIDCOAST G & P EAST TEXAS LP,FREESTONE,TEXAS,USA",31.7062885,-96.16452989999999
497,FI0129W,RN102333853,FREESTONE POWER GENERATION LP,FREESTONE ENERGY CENTER,FREESTONE,9.0,4911.0,ELECTRIC SERVICES,2020,161.2757,716.067,0.0,73.5716,70.3985,14.6137,10.6398,"FREESTONE POWER GENERATION LP,FREESTONE,TEXAS,USA",31.5423947,-96.2480265
498,FI0144D,RN102497591,LEGACY RESERVES OPERATING LP,DOWDY RANCH CENTRAL GATHERING FACILITY,FREESTONE,9.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,8.275,50.383,0.0,0.026,0.026,0.152,8.9687,"LEGACY RESERVES OPERATING LP,FREESTONE,TEXAS,USA",31.7534889,-96.15269850000001
499,FIA002B,RN104957600,ENERGY TRANSFER FUEL LP,REED COMPRESSOR STATION,FREESTONE,9.0,4922.0,NATURAL GAS TRANSMISSION,2020,16.177,45.9311,0.0,2.8224,2.8224,0.1662,34.7996,"ENERGY TRANSFER FUEL LP,FREESTONE,TEXAS,USA",31.7534889,-96.15269850000001
500,FJ0012P,RN100217488,SOUTH TEXAS ELECTRIC COOPERATIVE  INC,PEARSALL POWER PLANT,FRIO,13.0,4911.0,ELECTRIC SERVICES,2020,2.0492,15.5525,0.0,33.1535,33.1534,0.5805,8.9497,"SOUTH TEXAS ELECTRIC COOPERATIVE  INC,FRIO,TEXAS,USA",28.9246141,-99.08800699999999
501,FJA003C,RN106040488,FRIO LASALLE PIPELINE LP,LANCASTER RANCH COMPRESSOR STATION AND TREATING,FRIO,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,57.5314,67.225,0.0,3.2656,3.2637,1.2204,50.1624,"FRIO LASALLE PIPELINE LP,FRIO,TEXAS,USA",28.831355,-99.1013498
502,GA0038F,RN102774205,OASIS GIN INC,OASIS GIN,GAINES,7.0,724.0,COTTON GINNING,2020,2.62,3.12,0.0,33.39,2.89,0.02,0.17,"OASIS GIN INC,GAINES,TEXAS,USA",32.6220291,-102.9144113
503,GA0039D,RN103888012,OASIS GIN INC,OASIS GIN - NORTH,GAINES,7.0,724.0,COTTON GINNING,2020,0.2,0.24,0.0,1.85,0.14,0,0.01,"OASIS GIN INC,GAINES,TEXAS,USA",32.6220291,-102.9144113
504,GA0055F,RN102775871,TEN HI GIN INC,COTTON GIN,GAINES,7.0,724.0,COTTON GINNING,2020,1,1.19,0.0,11.48,0.83,0.01,0.07,"TEN HI GIN INC,GAINES,TEXAS,USA",32.88492,-102.4664
505,GA0085T,RN103758470,OXY USA INC,SEMINOLE GAS PROCESSING PLANT,GAINES,7.0,1321.0,NATURAL GAS LIQUIDS,2020,1756.31,737.74,0.0,39.63,28.51,335.91,29.61,"OXY USA INC,GAINES,TEXAS,USA",32.6987519,-102.7135121
506,GA0092W,RN100223502,ONEOK TEXAS GAS STORAGE LLC,LOOP COMPLEX,GAINES,7.0,4922.0,NATURAL GAS TRANSMISSION,2020,63.099,45.672,0.0,1.4111,1.4111,0.0528,7.4198,"ONEOK TEXAS GAS STORAGE LLC,GAINES,TEXAS,USA",32.6987519,-102.7135121
507,GA0097M,RN100217546,DCP OPERATING COMPANY LP,RILEY BOOSTER,GAINES,7.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,28.7924,124.8075,0.0,0.4594,0.4594,0.0836,15.1627,"DCP OPERATING COMPANY LP,GAINES,TEXAS,USA",32.6987519,-102.7135121
508,GA0156V,RN100212778,PHILLIPS 66 PIPELINE LLC,GAINES STATION,GAINES,7.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,22.0417,33.5177,0.0,0.0031,0.0031,0.0232,11.849,"PHILLIPS 66 PIPELINE LLC,GAINES,TEXAS,USA",32.6987519,-102.7135121
509,GA0174T,RN100217587,NORTHERN NATURAL GAS CO,SEMINOLE STATION,GAINES,7.0,4922.0,NATURAL GAS TRANSMISSION,2020,0.0265,0.051,0.0,0.0055,0.0055,0.0004,4.0134,"NORTHERN NATURAL GAS CO,GAINES,TEXAS,USA",32.5795503,-102.6680061
510,GA0298A,RN102554243,XTO ENERGY INC,RUSSELL COMPRESSOR STATION,GAINES,7.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,2.9,1.57,0.0,0.17,0.15,27.95,19.1,"XTO ENERGY INC,GAINES,TEXAS,USA",32.8771476,-102.9119423
511,GAA005E,RN109764092,XTO ENERGY INC,ROBERTSON CLEARFORK UNIT CTB,GAINES,7.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,4.146,2.944,0.0,0.162,0.162,92.996,16.073,"XTO ENERGY INC,GAINES,TEXAS,USA",32.8771476,-102.9119423
512,GB0001R,RN102536307,INEOS US CHEMICALS COMPANY,TEXAS CITY CHEMICAL PLANT,GALVESTON,12.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,82.359,57.0417,0.0,9.1958,9.0847,0.3631,79.6361,"INEOS US CHEMICALS COMPANY,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
513,GB0004L,RN102535077,BLANCHARD REFINING COMPANY LLC,GALVESTON BAY REFINERY,GALVESTON,12.0,2911.0,PETROLEUM REFINING,2020,1246.5855,1454.9306,0.0071,371.3586,335.4301,745.6006,1546.0117,"BLANCHARD REFINING COMPANY LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
514,GB0005J,RN100218767,BWC TEXAS CITY TERMINAL INC,TEXAS CITY TERMINAL 1,GALVESTON,12.0,4226.0,SPECIAL WAREHOUSING AND STORAGE,2020,8.503,3.4243,0.0,0.6914,0.6914,1.2905,60.201,"BWC TEXAS CITY TERMINAL INC,GALVESTON,TEXAS,USA",29.37520409999999,-94.8984746
515,GB0006H,RN102560182,ENTERPRISE CRUDE PIPELINE LLC,SEAWAY TEXAS CITY STATION,GALVESTON,12.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0.4529,0.5045,0.0,0.0369,0.0369,0.0328,21.7849,"ENTERPRISE CRUDE PIPELINE LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
516,GB0025D,RN102911955,GULF SULPHUR SERVICES LTD LLLP,GALVESTON SULPHUR TERMINAL,GALVESTON,12.0,5052.0,COAL & OTHER MINERALS & ORES,2020,10.3318,3.9494,0.0,9.2268,0.9348,2.9575,0.7355,"GULF SULPHUR SERVICES LTD LLLP,GALVESTON,TEXAS,USA",29.303722,-94.8194984
517,GB0028U,RN100825272,ISP TECHNOLOGIES INC,ISP TEXAS CITY,GALVESTON,12.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,28.6152,10.7559,0.0,11.4424,11.1502,0.2233,39.5899,"ISP TECHNOLOGIES INC,GALVESTON,TEXAS,USA",29.4278064,-94.9696397
518,GB0032G,RN100212463,GULF COAST AUTHORITY,40 ACRE FACILITY,GALVESTON,12.0,4952.0,SEWERAGE SYSTEMS,2020,0,0,0.0,0,0,0,12.4903,"GULF COAST AUTHORITY,GALVESTON,TEXAS,USA",29.351612,-94.9184112
519,GB0037T,RN101062826,PHR HOLDINGS LLC,PH ROBINSON STATION ELECTRIC GENERATING STATION,GALVESTON,12.0,4911.0,ELECTRIC SERVICES,2020,38.5387,91.929,0.0,5.1693,3.7176,0.4686,1.6828,"PHR HOLDINGS LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
520,GB0054T,RN100221282,CALUMET DICKINSON REFINING LLC,DICKINSON FACILITY,GALVESTON,12.0,2999.0,"PETROLEUM AND COAL PRODUCTS, NEC",2020,2.7516,3.512,0.0,13.369,13.369,0.0265,22.5937,"CALUMET DICKINSON REFINING LLC,GALVESTON,TEXAS,USA",29.4606252,-95.04383639999999
521,GB0055R,RN100210608,MARATHON PETROLEUM COMPANY LP,TEXAS CITY REFINERY,GALVESTON,12.0,2911.0,PETROLEUM REFINING,2020,186.8529,98.7874,0.0014,50.3549,44.0357,29.7997,126.8806,"MARATHON PETROLEUM COMPANY LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
522,GB0060B,RN100212620,EASTMAN CHEMICAL TEXAS CITY INC,TEXAS CITY OPERATONS,GALVESTON,12.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,19.4968,16.5406,0.0,13.4692,3.1695,0.1638,14.8754,"EASTMAN CHEMICAL TEXAS CITY INC,GALVESTON,TEXAS,USA",29.3810602,-94.89370219999999
523,GB0065O,RN100872977,DALLAS GROUP OF AMERICA INC,DALLAS GROUP OF AMERICA,GALVESTON,12.0,2819.0,INDUSTRIAL INORGANIC CHEMICALS,2020,9.1839,10.9332,0.0,2.1536,1.7352,0.0656,1.1909,"DALLAS GROUP OF AMERICA INC,GALVESTON,TEXAS,USA",29.3751827,-94.89989179999999
524,GB0073P,RN100238385,VALERO REFINING-TEXAS LP,TEXAS CITY REFINERY,GALVESTON,12.0,2911.0,PETROLEUM REFINING,2020,172.0787,433.2986,0.0464,217.4723,170.1092,93.8592,587.5398,"VALERO REFINING-TEXAS LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
525,GB0076J,RN100219351,UNION CARBIDE CORPORATION,UCC TEXAS CITY PLANT,GALVESTON,12.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,209.4809,76.8603,0.0005,32.9794,32.9794,1.2912,120.6159,"UNION CARBIDE CORPORATION,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
526,GB0077H,RN100217231,OILTANKING TEXAS CITY LP,MARINE TERMINAL OPERATION,GALVESTON,12.0,4226.0,SPECIAL WAREHOUSING AND STORAGE,2020,42.5113,4.9655,0.0,0.0006,0.0006,0.0448,72.0167,"OILTANKING TEXAS CITY LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
527,GB0081Q,RN101921138,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,UTMB GALVESTON,GALVESTON,12.0,8221.0,"COLLEGES AND UNIVERSITIES, NEC",2020,16.99,15.655,0.0,4.018,3.978,2.5711,2.3144,"UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,GALVESTON,TEXAS,USA",29.3116372,-94.7775436
528,GB0119Q,RN100224120,PELICAN ISLAND STORAGE TERMINAL LLC,PELICAN ISLAND STORAGE TERMINAL,GALVESTON,12.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.4089,1.4209,0.0,0.2546,0.2546,0.0201,14.7773,"PELICAN ISLAND STORAGE TERMINAL LLC,GALVESTON,TEXAS,USA",29.3154706,-94.8110074
529,GB0131D,RN102501160,TEXAS INTERNATIONAL TERMINALS LTD,GALVESTON BULK TERMINAL,GALVESTON,12.0,4491.0,MARINE CARGO HANDLING,2020,5.4201,6.1056,0.0,7.2395,6.5882,0.3293,22.43,"TEXAS INTERNATIONAL TERMINALS LTD,GALVESTON,TEXAS,USA",29.3002852,-94.8252201
530,GB0153Q,RN100224245,TEXAS CITY COGENERATION LLC,TEXAS CITY COGENERATION,GALVESTON,12.0,4911.0,ELECTRIC SERVICES,2020,145.8415,422.7663,0.0,61.176,55.6088,5.6046,22.081,"TEXAS CITY COGENERATION LLC,GALVESTON,TEXAS,USA",29.383845,-94.9027002
531,GB0270L,RN100221597,GALVESTON COUNTY LANDFILL TX LP,GALVESTON COUNTY LANDFILL,GALVESTON,12.0,4953.0,REFUSE SYSTEMS,2020,55.68,11.33,0.0,15.4202,9.0301,59.25,9.918,"GALVESTON COUNTY LANDFILL TX LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
532,GB0325L,RN100220599,LINDE INC,TEXAS CITY,GALVESTON,12.0,2813.0,INDUSTRIAL GASES,2020,230.56,17.4685,0.0,2.04,2.04,0.0245,2.8593,"LINDE INC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
533,GB0332O,RN102557774,EMERALD GATHERING & TRANSPORTATION LLC,GALVESTON ISLAND,GALVESTON,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,1.3614,0.6078,0.0,0.1028,0.1028,0,12.5152,"EMERALD GATHERING & TRANSPORTATION LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
534,GB0381B,RN102706827,KINDER MORGAN TEJAS PIPELINE LLC,TEXAS CITY EXTRACTION PLANT,GALVESTON,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.7171,4.5254,0.0,0.2887,0.2887,0.0173,11.7684,"KINDER MORGAN TEJAS PIPELINE LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
535,GB0382W,RN100221126,WEST GULF MARINE LTD,GALVESTON FACILITY,GALVESTON,12.0,3731.0,SHIP BUILDING AND REPAIRING,2020,0,0,0.0,0.0007,0.0001,0,14.4,"WEST GULF MARINE LTD,GALVESTON,TEXAS,USA",29.297396,-94.8432322
536,GB0521J,RN100542448,WASTE MANAGEMENT OF TEXAS INC,COASTAL PLAINS RECYCLING & DISPOSAL FACILITY,GALVESTON,12.0,4953.0,REFUSE SYSTEMS,2020,75.024,13.81,0.0,15.081,10.081,26.501,14.9448,"WASTE MANAGEMENT OF TEXAS INC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
537,GB0568G,RN102496130,TX LFG ENERGY LP,COASTAL PLAINS FACILITY,GALVESTON,12.0,4911.0,ELECTRIC SERVICES,2020,0,0,0.0,0,0,0,0,"TX LFG ENERGY LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
538,GB0792W,RN101975316,SAWTOOTH OPERATING COMPANY INC,MACO STEWART FACILITY,GALVESTON,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,3.9927,1.3461,0.0,0.269,0.269,0.0098,3.8385,"SAWTOOTH OPERATING COMPANY INC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
539,GBA003C,RN104154497,HHE ENERGY CO,FRANKS SUPER BATTERY,GALVESTON,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,5.8682,1.6517,0.0,0.1245,0.1245,0.008,16.2824,"HHE ENERGY CO,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
540,GBA004D,RN103934493,SOUTH HOUSTON GREEN POWER LLC,SOUTH HOUSTON GREEN POWER SITE,GALVESTON,12.0,4931.0,ELECTRIC AND OTHER SERVICES COMBINED,2020,76.8423,265.5007,0.0,163.0023,158.2932,105.9966,14.7009,"SOUTH HOUSTON GREEN POWER LLC,GALVESTON,TEXAS,USA",29.3617677,-94.982978
541,GBA005E,RN104095435,LINDE INC,TEXAS CITY HYDROGEN COMPLEX,GALVESTON,12.0,2813.0,INDUSTRIAL GASES,2020,34.3569,24.9513,0.0,11.3379,10.2179,0.1058,13.5628,"LINDE INC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
542,GBA007G,RN104579487,INEOS STYROLUTION AMERICA LLC,INEOS STYROLUTION TEXAS CITY PLANT,GALVESTON,12.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,2.8458,67.9826,0.0,9.8163,9.8163,0.8016,29.3302,"INEOS STYROLUTION AMERICA LLC,GALVESTON,TEXAS,USA",29.3590419,-94.9293701
543,GBA008H,RN104248141,VALERO REFINING-TEXAS LP,TEXAS CITY TANK FARM,GALVESTON,12.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0,0,0.0,0,0,0,19.4051,"VALERO REFINING-TEXAS LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
544,GBA021U,RN105404909,SWS HOLDINGS BRADY ISLAND LP,PELICAN ISLAND YARD,GALVESTON,12.0,3731.0,SHIP BUILDING AND REPAIRING,2020,0,0,0.0,0.1967,0.1967,0,7.5709,"SWS HOLDINGS BRADY ISLAND LP,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
545,GBA023W,RN109730184,OILTANKING GALVESTON COUNTY LLC,OILTANKING GALVESTON COUNTY,GALVESTON,12.0,4226.0,SPECIAL WAREHOUSING AND STORAGE,2020,2.7766,0.539,0.0,0.0001,0,0.0047,20.5124,"OILTANKING GALVESTON COUNTY LLC,GALVESTON,TEXAS,USA",29.3013479,-94.7976958
546,GBA026Z,RN110460664,GENESIS TEXAS CITY TERMINAL LLC,GENESIS TEXAS CITY TERMINAL,GALVESTON,12.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0,0,0.0,0,0,0,13.0107,"GENESIS TEXAS CITY TERMINAL LLC,GALVESTON,TEXAS,USA",29.37520409999999,-94.8984746
547,GE0085V,RN101931152,ENTERPRISE PRODUCTS OPERATING LLC,GARDEN CITY COMPRESSOR STATION,GLASSCOCK,7.0,4922.0,NATURAL GAS TRANSMISSION,2020,10.8339,74.3995,0.0,2.1673,2.1673,1.1165,6.2701,"ENTERPRISE PRODUCTS OPERATING LLC,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
548,GEA002B,RN106161045,CORONADO MIDSTREAM LLC,DEADWOOD CRYO PLANT,GLASSCOCK,7.0,1321.0,NATURAL GAS LIQUIDS,2020,39.048,43.7576,0.0,3.2447,3.2447,28.3335,18.3624,"CORONADO MIDSTREAM LLC,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
549,GEA003C,RN106120413,DCP OPERATING COMPANY LP,RAWHIDE GAS PLANT,GLASSCOCK,7.0,1321.0,NATURAL GAS LIQUIDS,2020,123.3392,52.415,0.0,7.4031,7.4031,64.3774,30.2568,"DCP OPERATING COMPANY LP,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
550,GEA004D,RN106934664,ETC TEXAS PIPELINE LTD,REBEL GAS PLANT,GLASSCOCK,7.0,1321.0,NATURAL GAS LIQUIDS,2020,122.149,159.3023,0.0,12.4635,12.4635,54.6662,82.2947,"ETC TEXAS PIPELINE LTD,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
551,GEA005E,RN107090763,CORONADO MIDSTREAM LLC,BEARKAT CRYOGENIC PLANT,GLASSCOCK,7.0,1321.0,NATURAL GAS LIQUIDS,2020,33.6982,46.1033,0.0,2.4044,2.4044,1.863,23.9951,"CORONADO MIDSTREAM LLC,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
552,GEA006F,RN106494842,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,COLE RANCH COMPRESSOR STATION,GLASSCOCK,7.0,4922.0,NATURAL GAS TRANSMISSION,2020,18.9973,49.0228,0.0,4.03,4.03,0.2369,20.1814,"TARGA PIPELINE MID-CONTINENT WESTTEX LLC,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
553,GEA007G,RN101427961,GLASSCOCK COUNTY GIN,GLASSCOCK COUNTY COOP,GLASSCOCK,7.0,724.0,COTTON GINNING,2020,0.16,1.17,0.0,11.69,0.78,0.02,0.04,"GLASSCOCK COUNTY GIN,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
554,GEA008H,RN110371002,NAVITAS MIDSTREAM MIDLAND BASIN LLC,TAYLOR GAS PLANT,GLASSCOCK,7.0,1321.0,NATURAL GAS LIQUIDS,2020,93.2131,107.9442,0.0,10.5995,10.5995,18.1009,94.9075,"NAVITAS MIDSTREAM MIDLAND BASIN LLC,GLASSCOCK,TEXAS,USA",31.9973456,-102.0779146
555,GEA009I,RN109648279,XTO ENERGY INC,BERRY CENTRAL TANK BATTERY,GLASSCOCK,7.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,15,27.71,0.0,3.08,3.08,0.23,56.154,"XTO ENERGY INC,GLASSCOCK,TEXAS,USA",31.912308,-101.6157773
556,GEA010J,RN110654027,NAVITAS MIDSTREAM MIDLAND BASIN LLC,TRIDENT GAS PLANT,GLASSCOCK,7.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,63.3904,63.1104,0.0,6.8417,6.8417,12.4929,67.7101,"NAVITAS MIDSTREAM MIDLAND BASIN LLC,GLASSCOCK,TEXAS,USA",31.9973456,-102.0779146
557,GF0002R,RN100226919,COLETO CREEK POWER LLC,COLETO CREEK POWER STATION,GOLIAD,14.0,4911.0,ELECTRIC SERVICES,2020,2038.3931,1966.7002,0.0417,266.8038,140.9607,7943.3,31.7829,"COLETO CREEK POWER LLC,GOLIAD,TEXAS,USA",28.7149438,-97.2140615
558,GFA006F,RN106141773,DCP OPERATING COMPANY LP,GOLIAD GAS PLANT,GOLIAD,14.0,1321.0,NATURAL GAS LIQUIDS,2020,57.9412,117.462,0.0,10.7368,10.7368,11.4007,61.5058,"DCP OPERATING COMPANY LP,GOLIAD,TEXAS,USA",28.6683252,-97.38832649999999
559,GH0001U,RN102527397,ETC TEXAS PIPELINE LTD,KINGSMILL COMPLEX,GRAY,1.0,1321.0,NATURAL GAS LIQUIDS,2020,15.5041,90.5537,0.0,2.6746,2.6746,0.1618,38.3203,"ETC TEXAS PIPELINE LTD,GRAY,TEXAS,USA",32.7876413,-94.0735169
560,GH0003Q,RN100221761,CABOT CORPORATION,PAMPA PLANT,GRAY,1.0,2895.0,CARBON BLACK,2020,1539.4714,247.4807,0.0,35.1633,33.0997,762.7298,53.2088,"CABOT CORPORATION,GRAY,TEXAS,USA",35.5099852,-101.0143537
561,GH0039S,RN100212174,TRANSWESTERN PIPELINE  COMPANY,P3 COMPRESSOR STATION,GRAY,1.0,4922.0,NATURAL GAS TRANSMISSION,2020,9.4921,39.9915,0.0,0.776,0.776,0.4156,0.7962,"TRANSWESTERN PIPELINE  COMPANY,GRAY,TEXAS,USA",31.9685988,-99.9018131
562,GH0046V,RN100211275,ETC TEXAS PIPELINE LTD,LEFORS RED RIVER COMPRESSOR STATION,GRAY,1.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0.0,0,0,0,0,"ETC TEXAS PIPELINE LTD,GRAY,TEXAS,USA",32.7876413,-94.0735169
563,GH0047T,RN100210582,CABOT CORPORATION,PAMPA DEVELOPMENT & MANUFACTURING CENTER,GRAY,1.0,2895.0,CARBON BLACK,2020,124.3379,9.0946,0.0,5.9769,4.4536,18.112,6.1666,"CABOT CORPORATION,GRAY,TEXAS,USA",35.5099852,-101.0143537
564,GH0055U,RN100211416,CITY OF PAMPA,CITY OF PAMPA MUNICIPAL SOLID WASTE LANDFILL,GRAY,1.0,4953.0,REFUSE SYSTEMS,2020,0,0,0.0,2.92,0.49,0,2.59,"CITY OF PAMPA,GRAY,TEXAS,USA",35.5361559,-100.9598709
565,GH0070B,RN100225481,NATURAL GAS PIPELINE CO OF AMERICA LLC,BOOSTER STATION 154,GRAY,1.0,4922.0,NATURAL GAS TRANSMISSION,2020,7.283,27.357,0.0,0.512,0.512,0.031,0.221,"NATURAL GAS PIPELINE CO OF AMERICA LLC,GRAY,TEXAS,USA",31.9685988,-99.9018131
566,GH0099A,RN102004314,W & W FIBERGLASS TANK COMPANY,W & W FIBERGLASS TANK,GRAY,1.0,3087.0,CUSTOM COMPOUND PURCHASED RESIN,2020,0,0,0.0,0.0359,0.0359,0,0.8239,"W & W FIBERGLASS TANK COMPANY,GRAY,TEXAS,USA",31.9685988,-99.9018131
567,GHA003C,RN110374220,LONESTAR GIN LP,LONE STAR GIN,GRAY,1.0,724.0,COTTON GINNING,2020,4.04,4.81,0.0,26.45,2.59,0.03,0.26,"LONESTAR GIN LP,GRAY,TEXAS,USA",35.4506874,-100.9829101
568,GI0132Q,RN100629922,TEXOMA AREA SOLID WASTE AUTHORITY,TASWA SOLID WASTE DISPOSAL AND RECYCLING FACILITY,GRAYSON,4.0,4953.0,REFUSE SYSTEMS,2020,0,0,0.0,2.31,0.62,0,9.04,"TEXOMA AREA SOLID WASTE AUTHORITY,GRAYSON,TEXAS,USA",33.6346282,-96.83342739999999
569,GIA002B,RN104120100,FLORESTONE LLC,DENISON FACILITY,GRAYSON,4.0,3088.0,"PLASTICS, PLUMBING FIXTURES",2020,0.4594,0.5469,0.0,0.0422,0,0.0033,4.0478,"FLORESTONE LLC,GRAYSON,TEXAS,USA",33.7859595,-96.5501547
570,GIA003C,RN105241368,GULF SOUTH PIPELINE COMPANY LLC,SHERMAN COMPRESSOR STATION,GRAYSON,4.0,4922.0,NATURAL GAS TRANSMISSION,2020,0.2173,0.2734,0.0,0.501,0.0768,0.0094,2.0847,"GULF SOUTH PIPELINE COMPANY LLC,GRAYSON,TEXAS,USA",31.9685988,-99.9018131
571,GIA006F,RN105672687,PANDA SHERMAN POWER LLC,PANDA SHERMAN POWER STATION,GRAYSON,4.0,1541.0,INDUSTRIAL BUILDING/WAREHOUSES,2020,207.2802,64.8647,0.0,21.3162,21.2765,5.7485,35.061,"PANDA SHERMAN POWER LLC,GRAYSON,TEXAS,USA",33.5808259,-96.6160883
572,GJ0001D,RN102666450,ARI RAILCAR SERVICES LLC,ARI RAILCAR SERVICES LONGVIEW,GREGG,5.0,4789.0,"TRANSPORTATION SERVICES, NEC",2020,1.195,1.204,0.0,0.0798,0.0659,0.0114,17.8875,"ARI RAILCAR SERVICES LLC,GREGG,TEXAS,USA",32.504553,-94.81200609999999
